,Nama Pelanggan,Produk,Ulasan,Rating,label
496,R***l,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,Terlambat sampai dari jadwal yang ditentukan. Sepertinya dari jasa pengirimannya.,5,1
497,N***s,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"perakitan mudah, untuk mejanya ok lah cuma styrofoamnya itu pada ancur jadi bikin bala setelah merakitnya",5,1
498,Lumine,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"kondisi meja patah , kursi tidak datang , sudah tidak bisa dipakai",1,0
499,L***e,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"kondisi meja patah , kursi tidak datang , sudah tidak bisa dipakai .",1,0
500,A***n,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"Awalnya agak bingung ngerakitnya karena petunjuknya kurang detail, tp akhirnya jadi juga dan lumayan.. Semoga awet.. Trmksh",5,1
501,S***l,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"cukup puas, pengiriman aman, meja sama tinggi, tapi agak goyang saja. dipakai sebagai meja laptop sudah lebih dari cukup",4,1
502,Clara,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,pengiriman cepat. sesuai dengan gambar. ini sudah saya tempelin sticker ya..maka nya berbeda coraknya.. karena saya menyesuaikan dengan kitchen set dirumah,5,1
503,Dwi,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,Barang banyak yg kurang,1,0
504,W***e,Meja Ruang Tamu Meja Samping Tempat Tidur Meja Sofa Kayu Meja Nakas,"cepat, packaging rapi, mudah instalasinya",5,1
505,M***M,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,ajip,5,1
506,D***n,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,Tidak ada ulasan,1,0
507,D***n,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,Tidak ada ulasan,1,0
508,V***n,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"ada yg patah parah pas di pengaitnya, diakalin jadi bisa..lecet2 mah banyak hiks hiks yg penting berfungsi deh..kirain gede ternyata cuma muat 9 sepatu cowo hehe",4,1
509,L***a,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,Alhamdulillah.. setelah lama ditunggu tunggu..,5,1
510,L***a,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"fast respon
barang sesuai",5,1
511,z***v,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"harga murah , kualitas mantap",5,1
512,Ahmad,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"Sekalipun plat tipis, tapi sesuai harga, dan kalau sudah dirakit pasti kuat, namun tetap pakai perhitungan ...",5,1
513,R***o,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,"bagus, kuat dan kokoh, pemasangannya aja sedikit ribet, tp worth it siih",5,1
514,R***o,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,bagus dan kokoh,5,1
515,Desi,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,barang sampai sesuai pesanan..tapi ada sedikit cacat mungkin dari expedisi nya kurang hati² ...gpp masih bisa dilem meski hasilnya kurang rapih..respon toko baik thank yo...,5,1
516,Repscollection,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,kaki2nya gatau gaksama apa gimana. jd gujlak gitu meja nya gerak2 karna kaki2nya gk pas:') syg bgt,4,1
517,Desi,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,alhamdulilah..akhirnya datang juga kursinya bagus sesuai pesanan...respon toko baik makasih seler makasih juga buat bang kurirnya 👍,5,1
518,Achmad,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Tidak ada ulasan,5,1
519,syaeful,Rak Buku Kayu Minimalis / Buku Rak Pajangan/ Rak Penyimpanan Buku,kemasannya kurang aman ygy. cuman Alhamdulillah brgnya sesuai. minus beberapa ttik gompel aja. tapi secara fungsi masih oke,3,0
520,B***y,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"mudah2an awet tahan lama, brgnya bgs minimalis",5,1
521,E***a,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,bagus lumayan kokoh. pasang nya mudah,5,1
522,Hendi,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,"kualitas sesuai harga,  memang agak kecil dan pendek",5,1
523,Roni,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Bagus kursi nya oke👍👍,5,1
524,N***a,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Lucu mungil..
Barang bagus..
Pengiriman cepat..
Trims..",5,1
525,Mohamad,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"disainnya bagus. 
built qualitynya standart sesuai harga, kurang kokoh. 
kabel manajemen memang tantangan untuk meja seperti ini jadi harus pinter nyusun kabel, jangan se...",5,1
526,Ade,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"Instalasi mudah, part lengkap & ukuran sesuai deskripsi",5,1
527,Adi,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,kurang pengunci,5,1
528,Ghea,Kursi Lipat / Kursi Lipat Outdoor / Kursi Belajar/Kursi Makan lipat,"salut adminnya fast respon, mautanggung jawab juga karena aku bilang kardus rusak karena kurir. tapi gk masalah selama gk verefek ke barang. minusnya dikit, cuma finishin...",4,1
529,Nita,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,trmksh dg harga 400rbu uda smpe rumah uda bisa dirangkai walo butuh waktu sejam tp puas sih ...,5,1
530,Siti,Rak Gantung Baju Kayu/Stand Hanger/Rak Gantungan/Rak Baju/Rak Pakaian,"Meskipun memang sesuai review pembeli lain yaitu ukurannya minimalis, tapi buat rumah ku yang juga mini semua jadi keren dan simple. Thanks a lot seller",5,1
531,I***y,Rak Susun Portabel / Tempat Buku / Rak Buku Kayu Minimalis / Rak Kamar,"rak bagus rapi, mudah di pasang  dan cepat sampai",5,1
532,Ken,Laci Dorong kantor/Rak Arsip Berkas Kantor/Lemari Laci/Filling Kabinet,"Kualitas kurang baik, banyak lecet, kunci tidak berfungsi seperti stok lama. 
Utk kualtas sepadan dengan harga.",4,1
533,Ken,Homedoki Meja Kerja dengan Pembatas / Meja Kantor / Meja Komputer,Pemasangan mudah tapi hanya tidak ada petunjuk maupun marking baut hanya dikira2 hitung2 sendiri. Besi dan papan meja kuat.,5,1
534,Ken,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"Pemasangan mudah, tapi setelah semua baut terpasang kursi terasa goyang2 seperti kurang baut.
Untuk kualitas plastik sedang tidak tipis tidak tebal, di sender masih teras...",4,1
535,Stefanus,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,Tidak ada ulasan,1,0
536,Surya,Kursi Kamar / Dressing Stool / Kursi Rias/ Kamar Tidur Kursi Meja Rias,bagus,5,1
537,Surya,Meja Belajar Lipat / Meja Lipat Portable / Meja Kantor / Meja Kerja,bagus,5,1
538,S***l,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,barangnya bagus cm agak lentur di sandarannya,4,1
539,muhamad,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,masangnya PR bgt see,5,1
540,muhamad,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,masangnya PR bgt seee,5,1
541,Hadi,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,barang ook.. instalasi mudah.. mur obeng dkk lengkap d dalam kardus.. recomended ini toko.. 👍👍,5,1
542,Rudi,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,"Barang bagus sesuai deskripsi, instalasi mudah, cuma kirimnya aja JNE sampai 5 hari tangerang-krw",5,1
543,Gardika,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,pengiriman sangat lama,1,0
544,R***n,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"Sesuai pesanan, cuman pengiriman agak lama.. Barang di terima dengan kemasan yg ada rusak di bagian ujung kardus, ada kerusakan tapi tidak terlalu signifikan, kurir menar...",4,1
545,Y***s,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,Meja sudah diterima dalam kondisi baik dan dirakit,5,1
546,Donny,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,produk ok sesuai harga,5,1
547,I***n,Lemari Kabinet / Lemari Kayu / Lemari Kecil / Lemari Multifungsi,"Lemari gampang dirakit Harga oke banget Kualitas sangat bagus Warna sesuai seller juga ramah bgt, thanks ya",5,1
548,Donny,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"dr pengiriman bnyk drama , pas sampe barangnya nya ga bisa di skrup, ad bagian yg patah, baut nya ad yg kurang , pas kursi diangkat jg ga mengunci sempurna",1,0
549,T***n,Rak Sepatu kayu / Anti Debu Lemari Sepatu kayu lipat/ Rak Sepatu Susun,"Bagus, mudah dirakit",5,1
550,Lila,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,pasang nya rempong banget!!! 😅😅😅,5,1
551,S***h,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Barang sampai lengkap + tanpa cacat,5,1
552,e***a,Rak Sepatu Kayu/Rak Sepatu Minimalis/Rak Sepatu Susun/Rak Multifungsi,Barang tidak sampai,1,0
553,e***a,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Kualitas barang biasa aja,3,0
554,Nur,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,"mantap, semua terpasang dengan sempurna",5,1
555,a***s,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Tidak ada ulasan,1,0
556,Dian,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,"ada bbrp yg retak , sdh kirim bukti video tp lama nunggu g ada ke pastian kapan barang yg akn d ganti akan d kirim,hanya d suruh tjnggu.",3,0
557,Hendry,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,Tidak ada ulasan,3,0
558,Agus,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,Barang tidak kami terima & dana komplen blom kami terima,1,0
559,Agus,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,Barang tidak kami terima & dana komplen blom kami terima,1,0
560,Erizkiawan,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"kualitas lumayan.. untuk harga segitu, walaupun beberapa bagian ada yg boncel dan retak",4,1
561,Hengky,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,barangnya bagus cuma hidroliknya hitam kalau putih lbh keren makasih tetep bagus,5,1
562,Mirza,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"Kualitas barang agak ngelucu nih, lubang2nya ada yg salah posisi akhirnya ngebor sendiri, besinya bengkok2 dan agak ringkih, ga tau apa bnran kuat buat microwave?

Positi...",2,0
563,Arie,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,alhamdulilla datang ontime. bagus nih,5,1
564,D***y,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,"Pesanan sudah sampai terimakasih, recommend",5,1
565,r***n,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"Gatau harus ngasih bintang berapa, karena meskipun dari pihak seller mengirim tepat waktu tapi ekspedisi super lambat dan tanpa ada kejelasan sama sekali. Tapi alhamdulil...",4,1
566,Ade,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Agak kecewa sih pas unboxing ada 2 komponen papan kiri kanan yang patah. Tolong di perhatikan lagi steorofom nya seharusnya yang agak tebelan untuk meminimalisir benturan,4,1
567,bambang,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,"super seller,barang sesuai deskipsi,seller jujur apa adanya,kirim packing cepat dan aman.sipppp.happppy",5,1
568,Bintang,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,"Barang lengkap..
seller Komunikatif..
pengiriman cukup lama jika jumlah item agak banyak, karena bukan kurir toko..",5,1
569,Bintang,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,"Barang lengkap..
seller Komunikatif..
pengiriman cukup lama jika jumlah item agak banyak, karena bukan kurir toko..",5,1
570,Roroh,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Tidak ada ulasan,5,1
571,R***n,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,"Barang ga nyampe, harus komplain sana sini dulu untuk balikin dana. Wasting time bgt",1,0
572,R***n,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"Barang ga nyampe, harus komplain sana sini dulu untuk balikin dana. Wasting time bgt",1,0
573,D***a,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,Tidak ada ulasan,4,1
574,Rakhmad,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"mantaf, sesuai harapan. pemasangan mudah",5,1
575,Bambang,Rak Gantung Baju Kayu/Stand Hanger/Rak Gantungan/Rak Baju/Rak Pakaian,"penjualnya ramah dan komunikatif. raknya bagus sih, cuma ada cacat kecil yang agak ganggu wkwkwk. tapi buat saya ga masalah masih bisa ditambal atau diakalin. ya semoga a...",5,1
576,GNU,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,packing bagus cuman blm lihat barangnya sih smg sesuai harapan,5,1
577,R***y,Homedoki Ultrasonic Cleaning Machine / Pembersih Cuci Peralatan Kecil,"Kotoran nya tidak hilang sedikitpun 😭, alatnya cm bergetar dan ada sinar UV tp ga efek bersihin kotoran",2,0
578,Daksa,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,Kursinya bagus dan nyaman. lumayan ergonomis. rakitnya sebenarnya mudah tp membingungkan awalnya karena tidak disertakan manual book. kalo bingung mesti DM tokonya nanti...,5,1
579,V***i,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,"Review utk yg mau beli, lebarnya kira2 dua keramik ukuran 40 lebih dikit, mungil. Harga sdkt overprice utk kualitas yang xoxo dan fragile. Seandainya harganya lbh murah,...",5,1
580,M***M,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,"Paket dah nyampe. meja lipat bagus, bahan bagus, kokoh, ukuran pas, pengiriman cepat, recomanded. terima kasih.",5,1
581,S***n,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,"belum sempat rakit, tapi yakin pasti bagus",5,1
582,S***n,Rak Sepatu Kayu/Rak Sepatu Minimalis/Rak Sepatu Susun/Rak Multifungsi,"bagus, berguna untuk menata sepatu biar rapih",5,1
583,S***n,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"beli yang ke 2, bagus, nyaman dipakai",5,1
584,OOBA,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Brg nya bagus sekaki, pengeriman dan packing nya jg aman.",5,1
585,fauzan,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"barang bagus, tp jasa pengiriman kurang memuaskan",5,1
586,K***a,Lemari Dapur Minimalis/Kabinet Dapur/Lemari Piring/Lemari Multifungsi,Saya minta warna kayu tapi yg dikirim putih…saya harus minta tolong orang lain utk merakit. Pada saat merakit saya pun lagi pergi ternyata setelah dirakit dan difoto warn...,1,0
587,Mardianto,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,tepat waktu..barangnya bagus..packing mau nya lebih safety,5,1
588,Y***s,Meja kerja/belajar/komputer/laptop/desktop/studi dengan kursi gratis,Meja sudah diterima dalam kondisi baik dan dirakit.,5,1
589,Windy,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,baguuussssssss....,5,1
590,Danya,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,"bangku nya bagus, rapih n cukup kokoh.. rekomended..",5,1
591,Y***s,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,Kursi sudah diterima dalam kondisi baik dan dirakit,5,1
592,Dyah,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Barang oke, sesuai deskripsi dan gambar. Packing aman dan pengiriman cepat 👍👍👍",5,1
593,Lazuardi,MEJA NAKAS KECIL / BED SIDE TABLE MINIMALIS SERBAGUNA / Meja Sudut,lumayan,4,1
594,Lazuardi,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,ok sip,5,1
595,R***l,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"pemasangan mudah, semoga kuat dan awet",5,1
596,Anwar,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"pemasangan cukup sulit, di bagian besi tengah lubang baut tertutup sebagian (solusi cari baut lain yg ujungnya lebih kecil) di meja (papan utama) lobang baut 1 tdk pas (s...",3,0
597,Imam,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,kualitas plat bingkai ya tipis.. mudah penyok.. cover belakang dari kertas kardus jd mudah rusak.. desain dan pemasangan mudah.. tp kualitas barang kurang bagus,4,1
598,Sancaka,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"terimkasih barangnya sudah sampai, meskipun kakinya kurang 1, tp saat di message penjual sangat responsif dan kekurangan kakinya segera dikirim lagi.. best seller..",5,1
599,Nancy,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet","ada pilihan kurir toko, ternyata hrs order kurir sndiri dan dijanjikan biaya kurir toko akan di refund, ternyata prosesnya lama Dan sampai bataa waktu refund blm diterima",3,0
600,I***n,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,"mohon lampu'y agak lebih terang maximal,,,,barang'y sih ok, tp ada beberapa titik yg cacat",5,1
601,N***y,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"pengiriman dgn kurir toko, ternyata harus order kurir sendiri Dan katanya akan di refund tapi proses refund lama tidak sesuai dgn janji",3,0
602,Apip,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,Mudah dirakit karena saya pakai bor listrik hahaha,5,1
603,D***y,Lemari Dapur Minimalis/Kabinet Dapur/Lemari Piring/Lemari Multifungsi,"Pemasangan gampang, cuma agak krg presisi di pintu2nya",5,1
604,Agung,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,mantap buat nyeduh kopi,5,1
605,Haki,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,Barangnya bagus..,4,1
606,Setia,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,"meski agak bercak bagian lapisan merah, baret dikit tapi keseluruhan bagus setelah dirakit",5,1
607,ANDI,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Dikirim photo dari orang rumah, waktu terima dari JNE Trucking kondisi packing udh begini. blm sempat unboxing karena lagi diluar kota. Tolong diperbaiki lagi packingnya...",3,0
608,s***l,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,barang sampai dengan aman,5,1
609,Ken,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Barangnya ok, cuma kurirnya yg super lama. Sempat stuck 2 hari tanpa ada gerakan apa2 di gudang kota tujuan",4,1
610,Darmawi,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,"Produk-nya bukan sedikit, tapi banyak lari dari gambar.
Dan di deskripsi ""lupa"" mencantumkan bahan kaki meja yang ternyata adalah plastik.
Mungkin itu sebabnya me...",4,1
611,Edy,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"barang bagus packing rapih,aman seller koorperatif,,tapi syang pihak expedisi Sicepat Cargo yg bermasalah unit barang tertahan smpe 3 minggu,,sudah Compaint ke pihak Cous...",5,1
612,Sulistyo,Homedoki Ultrasonic Cleaning Machine / Pembersih Cuci Peralatan Kecil,"Kualitas barang bagus, cuman ini powernya modelnya kok seperti diakali begini ya. Bawaannya pakai batere, lalu dimodifikasi pakai usb. Fungsi berjalan dengan baik, getara...",5,1
613,Yama,Rak Sepatu laci/Lemari Kabinet Kayu Minimalis / Lemari Rak Sepatu Kayu,"qualitas bagus,kemasan ok. ukuran sepatu diatas 41 tidak bisa 2 slot dalam 1 rak.",5,1
614,Paulus,Meja Console / Rak Sofa Persegi / Meja Konsol Minimalis/ Rak Corner,Murah meriah bagus. 👍,5,1
615,stefanalexthree,Kursi Lipat / Kursi Lipat Outdoor / Kursi Belajar/Kursi Makan lipat,"bagus, tdk ada part yg hilang, pengiriman aman & packing aman.",5,1
616,stefantwo,Homedoki Meja Makan Minimalis /Meja Cafe / Dining Table / Meja Belajar,"bagus, tdk ada part yg hilang, pengiriman aman & packing aman.",5,1
617,Andry,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Pesanan sudah sampai, sudah di rakit juga.
Bagus hasilnya
Terima kasih banyak",5,1
618,M***M,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"cakep uhuy, order lg ah",5,1
619,Denis,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,"Barang diterima sesuai pesanan tidak ada masalah, good job... tingkatkan lagi 👍👍",5,1
620,aprilia,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,bagus...,5,1
